File Created: 	2019-10-02 11.51.20						
Gas Name:	Ar	H2	H2				
6175,000	50,000	0,000	0,000	49,987	0,000	0,200	0,0
6176,045	50,000	0,000	0,000	50,009	0,000	0,200	0,0
6177,091	50,000	0,000	0,000	49,994	0,000	0,194	0,0
6178,041	50,000	0,000	0,000	49,997	0,000	0,181	0,0
6179,085	50,000	0,000	0,000	50,006	0,000	0,153	0,0
6180,035	50,000	0,000	0,000	49,997	0,000	0,166	0,0
6181,080	50,000	0,000	0,000	49,987	0,000	0,181	0,0
6182,030	50,000	0,000	0,000	50,000	0,000	0,184	0,0
6183,076	50,000	0,000	0,000	49,981	0,000	0,184	0,0
6184,025	50,000	0,000	0,000	50,003	0,000	0,187	0,0
6185,071	50,000	0,000	0,000	49,991	0,000	0,175	0,0
6186,020	50,000	0,000	0,000	50,009	0,000	0,219	0,0
6187,065	50,000	0,000	0,000	49,994	0,000	0,209	0,0
6188,015	50,000	0,000	0,000	49,984	0,000	0,203	0,0
6189,060	50,000	0,000	0,000	50,006	0,000	0,200	0,0
6190,010	50,000	0,000	0,000	50,006	0,000	0,175	0,0
6191,056	50,000	0,000	0,000	49,997	0,000	0,219	0,0
6192,005	50,000	0,000	0,000	50,003	0,000	0,181	0,0
6193,051	50,000	0,000	0,000	50,000	0,000	0,181	0,0
6194,000	50,000	0,000	0,000	49,987	0,000	0,181	0,0
6195,046	50,000	0,000	0,000	49,987	0,000	0,144	0,0
6196,090	50,000	0,000	0,000	49,984	0,000	0,181	0,0
6197,040	50,000	0,000	0,000	49,978	0,000	0,187	0,0
6198,086	50,000	0,000	0,000	50,000	0,000	0,200	0,0
6199,035	50,000	0,000	0,000	49,984	0,000	0,203	0,0
6200,080	50,000	0,000	0,000	50,009	0,000	0,234	0,0
6201,030	50,000	0,000	0,000	50,000	0,000	0,194	0,0
6202,075	50,000	0,000	0,000	49,981	0,000	0,212	0,0
6203,025	50,000	0,000	0,000	50,003	0,000	0,219	0,0
6204,070	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6205,020	50,000	0,000	0,000	50,003	0,000	0,175	0,0
6206,065	50,000	0,000	0,000	49,991	0,000	0,178	0,0
6207,015	50,000	0,000	0,000	49,987	0,000	0,212	0,0
6208,060	50,000	0,000	0,000	49,991	0,000	0,200	0,0
6209,010	50,000	0,000	0,000	49,994	0,000	0,194	0,0
6210,056	50,000	0,000	0,000	50,006	0,000	0,197	0,0
6211,005	50,000	0,000	0,000	49,975	0,000	0,216	0,0
6212,051	50,000	0,000	0,000	49,994	0,000	0,197	0,0
6213,000	50,000	0,000	0,000	50,006	0,000	0,206	0,0
6214,045	50,000	0,000	0,000	49,984	0,000	0,187	0,0
6215,090	50,000	0,000	0,000	49,981	0,000	0,191	0,0
6216,041	50,000	0,000	0,000	49,984	0,000	0,175	0,0
6217,085	50,000	0,000	0,000	49,981	0,000	0,200	0,0
6218,035	50,000	0,000	0,000	49,997	0,000	0,153	0,0
6219,080	50,000	0,000	0,000	49,994	0,000	0,150	0,0
6220,030	50,000	0,000	0,000	50,000	0,000	0,197	0,0
6221,075	50,000	0,000	0,000	49,987	0,000	0,163	0,0
6222,025	50,000	0,000	0,000	49,987	0,000	0,194	0,0
6223,071	50,000	0,000	0,000	50,000	0,000	0,197	0,0
6224,020	50,000	0,000	0,000	49,987	0,000	0,203	0,0
6225,065	50,000	0,000	0,000	49,997	0,000	0,194	0,0
6226,015	50,000	0,000	0,000	50,003	0,000	0,169	0,0
6227,060	50,000	0,000	0,000	50,009	0,000	0,209	0,0
6228,010	50,000	0,000	0,000	49,978	0,000	0,206	0,0
6229,056	50,000	0,000	0,000	49,994	0,000	0,225	0,0
6230,006	50,000	0,000	0,000	49,997	0,000	0,197	0,0
6231,050	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6232,001	50,000	0,000	0,000	50,000	0,000	0,203	0,0
6233,046	50,000	0,000	0,000	49,984	0,000	0,209	0,0
6234,090	50,000	0,000	0,000	49,984	0,000	0,209	0,0
6235,040	50,000	0,000	0,000	49,991	0,000	0,175	0,0
6236,085	50,000	0,000	0,000	49,991	0,000	0,203	0,0
6237,035	50,000	0,000	0,000	50,009	0,000	0,181	0,0
6238,081	50,000	0,000	0,000	49,991	0,000	0,203	0,0
6239,031	50,000	0,000	0,000	49,997	0,000	0,181	0,0
6240,075	50,000	0,000	0,000	49,987	0,000	0,187	0,0
6241,025	50,000	0,000	0,000	49,994	0,000	0,187	0,0
6242,071	50,000	0,000	0,000	49,997	0,000	0,191	0,0
6243,020	50,000	0,000	0,000	50,006	0,000	0,194	0,0
6244,066	50,000	0,000	0,000	49,984	0,000	0,184	0,0
6245,015	50,000	0,000	0,000	49,987	0,000	0,194	0,0
6246,061	50,000	0,000	0,000	49,987	0,000	0,181	0,0
6247,010	50,000	0,000	0,000	49,981	0,000	0,187	0,0
6248,056	50,000	0,000	0,000	50,003	0,000	0,175	0,0
6249,005	50,000	0,000	0,000	50,000	0,000	0,181	0,0
6250,051	50,000	0,000	0,000	49,997	0,000	0,194	0,0
6251,000	50,000	0,000	0,000	49,991	0,000	0,197	0,0
6252,045	50,000	0,000	0,000	49,994	0,000	0,209	0,0
6253,090	50,000	0,000	0,000	49,975	0,000	0,200	0,0
6254,040	50,000	0,000	0,000	50,006	0,000	0,203	0,0
6255,085	50,000	0,000	0,000	49,997	0,000	0,194	0,0
6256,036	50,000	0,000	0,000	49,991	0,000	0,212	0,0
6257,080	50,000	0,000	0,000	49,981	0,000	0,216	0,0
6258,030	50,000	0,000	0,000	50,013	0,000	0,172	0,0
6259,075	50,000	0,000	0,000	49,987	0,000	0,181	0,0
6260,025	50,000	0,000	0,000	49,997	0,000	0,181	0,0
6261,071	50,000	0,000	0,000	50,003	0,000	0,184	0,0
6262,020	50,000	0,000	0,000	50,022	0,000	0,178	0,0
6263,065	50,000	0,000	0,000	49,984	0,000	0,166	0,0
6264,016	50,000	0,000	0,000	49,991	0,000	0,187	0,0
6265,060	50,000	0,000	0,000	49,984	0,000	0,172	0,0
6266,010	50,000	0,000	0,000	50,000	0,000	0,219	0,0
6267,055	50,000	0,000	0,000	49,991	0,000	0,197	0,0
6268,005	50,000	0,000	0,000	50,000	0,000	0,178	0,0
6269,051	50,000	0,000	0,000	50,006	0,000	0,197	0,0
6270,001	50,000	0,000	0,000	49,994	0,000	0,163	0,0
6271,045	50,000	0,000	0,000	50,003	0,000	0,181	0,0
6272,090	50,000	0,000	0,000	49,987	0,000	0,181	0,0
6273,041	50,000	0,000	0,000	50,000	0,000	0,181	0,0
6274,085	50,000	0,000	0,000	49,991	0,000	0,175	0,0
6275,035	50,000	0,000	0,000	50,000	0,000	0,172	0,0
6276,081	50,000	0,000	0,000	49,994	0,000	0,169	0,0
6277,031	50,000	0,000	0,000	50,019	0,000	0,187	0,0
6278,075	50,000	0,000	0,000	50,013	0,000	0,175	0,0
6279,025	50,000	0,000	0,000	50,003	0,000	0,191	0,0
6280,070	50,000	0,000	0,000	49,987	0,000	0,191	0,0
6281,020	50,000	0,000	0,000	49,991	0,000	0,194	0,0
6282,065	50,000	0,000	0,000	50,003	0,000	0,194	0,0
6283,015	50,000	0,000	0,000	50,003	0,000	0,169	0,0
6284,061	50,000	0,000	0,000	50,003	0,000	0,181	0,0
6285,010	50,000	0,000	0,000	49,978	0,000	0,181	0,0
6286,056	50,000	0,000	0,000	49,987	0,000	0,184	0,0
6287,005	50,000	0,000	0,000	49,991	0,000	0,191	0,0
6288,050	50,000	0,000	0,000	49,975	0,000	0,194	0,0
6289,000	50,000	0,000	0,000	50,000	0,000	0,181	0,0
6290,045	50,000	0,000	0,000	49,987	0,000	0,159	0,0
6291,090	50,000	0,000	0,000	49,997	0,000	0,200	0,0
6292,040	50,000	0,000	0,000	50,013	0,000	0,203	0,0
6293,085	50,000	0,000	0,000	49,994	0,000	0,181	0,0
6294,036	50,000	0,000	0,000	49,981	0,000	0,191	0,0
6295,080	50,000	0,000	0,000	50,000	0,000	0,206	0,0
6296,031	50,000	0,000	0,000	50,006	0,000	0,187	0,0
6297,075	50,000	0,000	0,000	49,987	0,000	0,206	0,0
6298,025	50,000	0,000	0,000	50,000	0,000	0,194	0,0
6299,070	50,000	0,000	0,000	49,991	0,000	0,206	0,0
6300,020	50,000	0,000	0,000	50,000	0,000	0,206	0,0
6301,065	50,000	0,000	0,000	49,991	0,000	0,175	0,0
6302,015	50,000	0,000	0,000	49,994	0,000	0,191	0,0
6303,060	50,000	0,000	0,000	49,997	0,000	0,159	0,0
6304,010	50,000	0,000	0,000	49,987	0,000	0,181	0,0
6305,055	50,000	0,000	0,000	49,987	0,000	0,172	0,0
6306,006	50,000	0,000	0,000	49,984	0,000	0,184	0,0
6307,050	50,000	0,000	0,000	49,994	0,000	0,178	0,0
6308,001	50,000	0,000	0,000	49,991	0,000	0,203	0,0
6309,045	50,000	0,000	0,000	49,991	0,000	0,206	0,0
6310,090	50,000	0,000	0,000	50,009	0,000	0,209	0,0
6311,041	50,000	0,000	0,000	49,984	0,000	0,197	0,0
6312,085	50,000	0,000	0,000	50,003	0,000	0,212	0,0
6313,036	50,000	0,000	0,000	49,997	0,000	0,163	0,0
6314,080	50,000	0,000	0,000	50,006	0,000	0,181	0,0
6315,030	50,000	0,000	0,000	49,997	0,000	0,184	0,0
6316,076	50,000	0,000	0,000	49,994	0,000	0,191	0,0
6317,026	50,000	0,000	0,000	50,000	0,000	0,197	0,0
6318,071	50,000	0,000	0,000	50,000	0,000	0,197	0,0
6319,020	50,000	0,000	0,000	49,987	0,000	0,191	0,0
6320,065	50,000	0,000	0,000	50,003	0,000	0,178	0,0
6321,015	50,000	0,000	0,000	49,984	0,000	0,200	0,0
6322,060	50,000	0,000	0,000	50,006	0,000	0,225	0,0
6323,010	50,000	0,000	0,000	50,006	0,000	0,219	0,0
6324,055	50,000	0,000	0,000	49,994	0,000	0,206	0,0
6325,005	50,000	0,000	0,000	50,000	0,000	0,191	0,0
6326,051	50,000	0,000	0,000	49,997	0,000	0,209	0,0
6327,000	50,000	0,000	0,000	49,987	0,000	0,206	0,0
6328,045	50,000	0,000	0,000	49,997	0,000	0,184	0,0
6329,090	50,000	0,000	0,000	49,981	0,000	0,172	0,0
6330,040	50,000	0,000	0,000	49,997	0,000	0,206	0,0
6331,086	50,000	0,000	0,000	49,984	0,000	0,225	0,0
6332,035	50,000	0,000	0,000	49,984	0,000	0,194	0,0
6333,081	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6334,030	50,000	0,000	0,000	50,013	0,000	0,200	0,0
6335,075	50,000	0,000	0,000	49,994	0,000	0,194	0,0
6336,025	50,000	0,000	0,000	49,987	0,000	0,203	0,0
6337,071	50,000	0,000	0,000	50,009	0,000	0,194	0,0
6338,020	50,000	0,000	0,000	50,003	0,000	0,222	0,0
6339,065	50,000	0,000	0,000	50,000	0,000	0,191	0,0
6340,016	50,000	0,000	0,000	50,009	0,000	0,178	0,0
6341,060	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6342,010	50,000	0,000	0,000	50,003	0,000	0,234	0,0
6343,056	50,000	0,000	0,000	49,994	0,000	0,222	0,0
6344,005	50,000	0,000	0,000	49,994	0,000	0,209	0,0
6345,051	50,000	0,000	0,000	50,000	0,000	0,228	0,0
6346,000	50,000	0,000	0,000	50,003	0,000	0,178	0,0
6347,045	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6348,091	50,000	0,000	0,000	49,997	0,000	0,206	0,0
6349,040	50,000	0,000	0,000	49,994	0,000	0,206	0,0
6350,085	50,000	0,000	0,000	49,994	0,000	0,191	0,0
6351,035	50,000	0,000	0,000	50,003	0,000	0,200	0,0
6352,080	50,000	0,000	0,000	50,003	0,000	0,187	0,0
6353,031	50,000	0,000	0,000	49,978	0,000	0,197	0,0
6354,075	50,000	0,000	0,000	50,000	0,000	0,184	0,0
6355,025	50,000	0,000	0,000	49,984	0,000	0,159	0,0
6356,071	50,000	0,000	0,000	50,000	0,000	0,209	0,0
6357,021	50,000	0,000	0,000	49,987	0,000	0,156	0,0
6358,065	50,000	0,000	0,000	49,994	0,000	0,187	0,0
6359,015	50,000	0,000	0,000	49,991	0,000	0,203	0,0
6360,060	50,000	0,000	0,000	49,997	0,000	0,194	0,0
6361,010	50,000	0,000	0,000	49,991	0,000	0,219	0,0
6362,055	50,000	0,000	0,000	50,000	0,000	0,197	0,0
6363,006	50,000	0,000	0,000	50,009	0,000	0,197	0,0
6364,050	50,000	0,000	0,000	49,994	0,000	0,187	0,0
6365,000	50,000	0,000	0,000	50,003	0,000	0,203	0,0
6366,045	50,000	0,000	0,000	50,006	0,000	0,203	0,0
6367,090	50,000	0,000	0,000	49,987	0,000	0,212	0,0
6368,041	50,000	0,000	0,000	49,987	0,000	0,206	0,0
6369,086	50,000	0,000	0,000	49,984	0,000	0,150	0,0
6370,035	50,000	0,000	0,000	49,987	0,000	0,172	0,0
6371,080	50,000	0,000	0,000	50,000	0,000	0,197	0,0
6372,031	50,000	0,000	0,000	50,003	0,000	0,200	0,0
6373,075	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6374,025	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6375,071	50,000	0,000	0,000	50,000	0,000	0,178	0,0
6376,020	50,000	0,000	0,000	49,991	0,000	0,222	0,0
6377,065	50,000	0,000	0,000	50,000	0,000	0,181	0,0
6378,015	50,000	0,000	0,000	49,987	0,000	0,184	0,0
6379,060	50,000	0,000	0,000	49,984	0,000	0,178	0,0
6380,010	50,000	0,000	0,000	50,000	0,000	0,181	0,0
6381,055	50,000	0,000	0,000	50,000	0,000	0,206	0,0
6382,005	50,000	0,000	0,000	50,003	0,000	0,197	0,0
6383,051	50,000	0,000	0,000	50,003	0,000	0,178	0,0
6384,001	50,000	0,000	0,000	49,994	0,000	0,219	0,0
6385,045	50,000	0,000	0,000	50,003	0,000	0,181	0,0
6386,090	50,000	0,000	0,000	49,984	0,000	0,225	0,0
6387,040	50,000	0,000	0,000	49,994	0,000	0,219	0,0
6388,086	50,000	0,000	0,000	49,997	0,000	0,175	0,0
6389,036	50,000	0,000	0,000	50,000	0,000	0,178	0,0
6390,080	50,000	0,000	0,000	49,987	0,000	0,203	0,0
6391,031	50,000	0,000	0,000	49,994	0,000	0,178	0,0
6392,076	50,000	0,000	0,000	49,978	0,000	0,187	0,0
6393,025	50,000	0,000	0,000	49,991	0,000	0,222	0,0
6394,070	50,000	0,000	0,000	49,984	0,000	0,191	0,0
6395,021	50,000	0,000	0,000	50,006	0,000	0,184	0,0
6396,065	50,000	0,000	0,000	50,003	0,000	0,219	0,0
6397,015	50,000	0,000	0,000	49,987	0,000	0,194	0,0
6398,060	50,000	0,000	0,000	50,009	0,000	0,200	0,0
6399,010	50,000	0,000	0,000	50,006	0,000	0,187	0,0
6400,055	50,000	0,000	0,000	49,994	0,000	0,191	0,0
6401,005	50,000	0,000	0,000	49,994	0,000	0,191	0,0
6402,051	50,000	0,000	0,000	49,994	0,000	0,184	0,0
6403,000	50,000	0,000	0,000	49,987	0,000	0,206	0,0
6404,045	50,000	0,000	0,000	49,987	0,000	0,194	0,0
6405,090	50,000	0,000	0,000	50,000	0,000	0,212	0,0
6406,040	50,000	0,000	0,000	50,003	0,000	0,187	0,0
6407,085	50,000	0,000	0,000	50,003	0,000	0,187	0,0
6408,035	50,000	0,000	0,000	49,991	0,000	0,178	0,0
6409,080	50,000	0,000	0,000	49,997	0,000	0,200	0,0
6410,030	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6411,076	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6412,025	50,000	0,000	0,000	50,000	0,000	0,197	0,0
6413,071	50,000	0,000	0,000	50,000	0,000	0,181	0,0
6414,020	50,000	0,000	0,000	49,994	0,000	0,172	0,0
6415,065	50,000	0,000	0,000	50,016	0,000	0,184	0,0
6416,015	50,000	0,000	0,000	50,009	0,000	0,191	0,0
6417,060	50,000	0,000	0,000	50,006	0,000	0,194	0,0
6418,010	50,000	0,000	0,000	49,991	0,000	0,175	0,0
6419,055	50,000	0,000	0,000	49,997	0,000	0,197	0,0
6420,005	50,000	0,000	0,000	49,997	0,000	0,194	0,0
6421,050	50,000	0,000	0,000	50,009	0,000	0,187	0,0
6422,000	50,000	0,000	0,000	49,981	0,000	0,209	0,0
6423,045	50,000	0,000	0,000	49,997	0,000	0,181	0,0
6424,091	50,000	0,000	0,000	49,994	0,000	0,197	0,0
6425,040	50,000	0,000	0,000	49,991	0,000	0,172	0,0
6426,085	50,000	0,000	0,000	49,991	0,000	0,187	0,0
6427,036	50,000	0,000	0,000	49,997	0,000	0,175	0,0
6428,080	50,000	0,000	0,000	49,997	0,000	0,209	0,0
6429,030	50,000	0,000	0,000	50,003	0,000	0,181	0,0
6430,076	50,000	0,000	0,000	49,991	0,000	0,194	0,0
6431,025	50,000	0,000	0,000	49,994	0,000	0,203	0,0
6432,070	50,000	0,000	0,000	50,000	0,000	0,169	0,0
6433,021	50,000	0,000	0,000	49,991	0,000	0,206	0,0
6434,065	50,000	0,000	0,000	50,003	0,000	0,212	0,0
6435,015	50,000	0,000	0,000	50,003	0,000	0,184	0,0
6436,060	50,000	0,000	0,000	50,006	0,000	0,181	0,0
6437,010	50,000	0,000	0,000	50,003	0,000	0,184	0,0
6438,056	50,000	0,000	0,000	50,000	0,000	0,219	0,0
6439,006	50,000	0,000	0,000	50,003	0,000	0,206	0,0
6440,051	50,000	0,000	0,000	50,016	0,000	0,181	0,0
6441,001	50,000	0,000	0,000	50,006	0,000	0,222	0,0
6442,045	50,000	0,000	0,000	49,984	0,000	0,194	0,0
6443,090	50,000	0,000	0,000	49,975	0,000	0,169	0,0
6444,040	50,000	0,000	0,000	49,997	0,000	0,187	0,0
6445,085	50,000	0,000	0,000	50,006	0,000	0,181	0,0
6446,036	50,000	0,000	0,000	49,994	0,000	0,197	0,0
6447,080	50,000	0,000	0,000	49,997	0,000	0,200	0,0
6448,030	50,000	0,000	0,000	50,000	0,000	0,194	0,0
6449,075	50,000	0,000	0,000	49,991	0,000	0,163	0,0
6450,025	50,000	0,000	0,000	49,994	0,000	0,153	0,0
6451,070	50,000	0,000	0,000	50,016	0,000	0,191	0,0
6452,020	50,000	0,000	0,000	49,987	0,000	0,178	0,0
6453,065	50,000	0,000	0,000	50,000	0,000	0,200	0,0
6454,015	50,000	0,000	0,000	50,009	0,000	0,200	0,0
6455,060	50,000	0,000	0,000	49,997	0,000	0,181	0,0
6456,010	50,000	0,000	0,000	50,006	0,000	0,169	0,0
6457,056	50,000	0,000	0,000	50,003	0,000	0,212	0,0
6458,006	50,000	0,000	0,000	49,991	0,000	0,178	0,0
6459,050	50,000	0,000	0,000	49,991	0,000	0,184	0,0
6460,000	50,000	0,000	0,000	50,006	0,000	0,216	0,0
6461,045	50,000	0,000	0,000	49,997	0,000	0,206	0,0
6462,090	50,000	0,000	0,000	50,019	0,000	0,172	0,0
6463,040	50,000	0,000	0,000	49,981	0,000	0,194	0,0
6464,085	50,000	0,000	0,000	50,003	0,000	0,194	0,0
6465,035	50,000	0,000	0,000	49,981	0,000	0,250	0,0
6466,080	50,000	0,000	0,000	49,984	0,000	0,194	0,0
6467,031	50,000	0,000	0,000	50,003	0,000	0,191	0,0
6468,075	50,000	0,000	0,000	50,000	0,000	0,187	0,0
6469,025	50,000	0,000	0,000	49,981	0,000	0,184	0,0
6470,071	50,000	0,000	0,000	49,994	0,000	0,197	0,0
6471,020	50,000	0,000	0,000	49,994	0,000	0,191	0,0
6472,065	50,000	0,000	0,000	49,991	0,000	0,187	0,0
6473,015	50,000	0,000	0,000	50,000	0,000	0,194	0,0
6474,060	50,000	0,000	0,000	49,997	0,000	0,209	0,0
6475,010	50,000	0,000	0,000	50,006	0,000	0,169	0,0
6476,056	50,000	0,000	0,000	50,009	0,000	0,178	0,0
6477,006	50,000	0,000	0,000	49,994	0,000	0,206	0,0
6478,050	50,000	0,000	0,000	49,997	0,000	0,184	0,0
6479,000	50,000	0,000	0,000	49,978	0,000	0,197	0,0
6480,046	50,000	0,000	0,000	49,991	0,000	0,194	0,0
6481,090	50,000	0,000	0,000	50,000	0,000	0,163	0,0
6482,040	50,000	0,000	0,000	49,991	0,000	0,191	0,0
6483,085	50,000	0,000	0,000	50,003	0,000	0,163	0,0
6484,035	50,000	0,000	0,000	49,987	0,000	0,187	0,0
6485,081	50,000	0,000	0,000	49,994	0,000	0,191	0,0
6486,030	50,000	0,000	0,000	50,009	0,000	0,194	0,0
6487,076	50,000	0,000	0,000	49,997	0,000	0,212	0,0
6488,025	50,000	0,000	0,000	49,984	0,000	0,206	0,0
6489,071	50,000	0,000	0,000	49,972	0,000	0,169	0,0
6490,020	50,000	0,000	0,000	50,000	0,000	0,209	0,0
6491,066	50,000	0,000	0,000	49,994	0,000	0,178	0,0
6492,015	50,000	0,000	0,000	50,013	0,000	0,175	0,0
6493,060	50,000	0,000	0,000	49,997	0,000	0,212	0,0
6494,010	50,000	0,000	0,000	49,991	0,000	0,159	0,0
6495,056	50,000	0,000	0,000	50,000	0,000	0,206	0,0
6496,006	50,000	0,000	0,000	49,991	0,000	0,191	0,0
6497,050	50,000	0,000	0,000	49,991	0,000	0,178	0,0
6498,000	50,000	0,000	0,000	49,991	0,000	0,184	0,0
6499,045	50,000	0,000	0,000	49,994	0,000	0,166	0,0
6500,090	50,000	0,000	0,000	50,003	0,000	0,209	0,0
6501,040	50,000	0,000	0,000	49,987	0,000	0,181	0,0
6502,086	50,000	0,000	0,000	50,000	0,000	0,187	0,0
6503,036	50,000	0,000	0,000	49,994	0,000	0,209	0,0
6504,080	50,000	0,000	0,000	50,009	0,000	0,184	0,0
6505,031	50,000	0,000	0,000	50,006	0,000	0,194	0,0
6506,075	50,000	0,000	0,000	49,975	0,000	0,187	0,0
6507,025	50,000	0,000	0,000	49,972	0,000	0,194	0,0
6508,070	50,000	0,000	0,000	49,978	0,000	0,219	0,0
6509,020	50,000	0,000	0,000	50,003	0,000	0,191	0,0
6510,065	50,000	0,000	0,000	50,003	0,000	0,178	0,0
6511,015	50,000	0,000	0,000	50,003	0,000	0,181	0,0
6512,061	50,000	0,000	0,000	50,013	0,000	0,178	0,0
6513,010	50,000	0,000	0,000	50,000	0,000	0,175	0,0
6514,056	50,000	0,000	0,000	49,981	0,000	0,200	0,0
6515,005	50,000	0,000	0,000	49,987	0,000	0,191	0,0
6516,050	50,000	0,000	0,000	49,981	0,000	0,175	0,0
6517,001	50,000	0,000	0,000	50,003	0,000	0,178	0,0
6518,045	50,000	0,000	0,000	49,994	0,000	0,194	0,0
6519,091	50,000	0,000	0,000	49,991	0,000	0,219	0,0
6520,040	50,000	0,000	0,000	49,991	0,000	0,181	0,0
6521,085	50,000	0,000	0,000	49,997	0,000	0,212	0,0
6522,035	50,000	0,000	0,000	49,975	0,000	0,197	0,0
6523,080	50,000	0,000	0,000	50,000	0,000	0,200	0,0
6524,031	50,000	0,000	0,000	50,006	0,000	0,191	0,0
6525,076	50,000	0,000	0,000	49,984	0,000	0,203	0,0
6526,025	50,000	0,000	0,000	49,984	0,000	0,203	0,0
6527,070	50,000	0,000	0,000	49,994	0,000	0,175	0,0
6528,020	50,000	0,000	0,000	49,994	0,000	0,178	0,0
6529,065	50,000	0,000	0,000	49,991	0,000	0,212	0,0
6530,015	50,000	0,000	0,000	49,981	0,000	0,200	0,0
6531,060	50,000	0,000	0,000	49,991	0,000	0,194	0,0
6532,010	50,000	0,000	0,000	50,009	0,000	0,212	0,0
6533,055	50,000	0,000	0,000	49,984	0,000	0,209	0,0
6534,005	50,000	0,000	0,000	50,025	0,000	0,181	0,0
6535,050	50,000	0,000	0,000	49,994	0,000	0,187	0,0
6536,000	50,000	0,000	0,000	49,991	0,000	0,178	0,0
6537,046	50,000	0,000	0,000	49,997	0,000	0,212	0,0
6538,090	50,000	0,000	0,000	49,984	0,000	0,200	0,0
6539,040	50,000	0,000	0,000	49,997	0,000	0,175	0,0
6540,085	50,000	0,000	0,000	50,000	0,000	0,212	0,0
6541,036	50,000	0,000	0,000	49,991	0,000	0,191	0,0
6542,080	50,000	0,000	0,000	49,987	0,000	0,166	0,0
6543,030	50,000	0,000	0,000	49,987	0,000	0,156	0,0
6544,076	50,000	0,000	0,000	49,984	0,000	0,153	0,0
6545,025	50,000	0,000	0,000	49,987	0,000	0,172	0,0
6546,070	50,000	0,000	0,000	49,997	0,000	0,197	0,0
6547,020	50,000	0,000	0,000	49,991	0,000	0,219	0,0
6548,065	50,000	0,000	0,000	50,009	0,000	0,191	0,0
6549,015	50,000	0,000	0,000	49,997	0,000	0,184	0,0
6550,060	50,000	0,000	0,000	50,006	0,000	0,209	0,0
6551,010	50,000	0,000	0,000	49,997	0,000	0,181	0,0
6552,056	50,000	0,000	0,000	50,006	0,000	0,178	0,0
6553,005	50,000	0,000	0,000	50,006	0,000	0,203	0,0
6554,050	50,000	0,000	0,000	49,987	0,000	0,194	0,0
6555,000	50,000	0,000	0,000	49,966	0,000	0,219	0,0
6556,045	50,000	0,000	0,000	50,006	0,000	0,187	0,0
6557,090	50,000	0,000	0,000	50,003	0,000	0,206	0,0
6558,040	50,000	0,000	0,000	50,003	0,000	0,191	0,0
6559,085	50,000	0,000	0,000	50,000	0,000	0,219	0,0
6560,036	50,000	0,000	0,000	50,000	0,000	0,203	0,0
6561,080	50,000	0,000	0,000	49,994	0,000	0,197	0,0
6562,030	50,000	0,000	0,000	49,991	0,000	0,206	0,0
6563,076	50,000	0,000	0,000	49,987	0,000	0,203	0,0
6564,025	50,000	0,000	0,000	49,991	0,000	0,163	0,0
6565,070	50,000	0,000	0,000	49,991	0,000	0,178	0,0
6566,020	50,000	0,000	0,000	50,003	0,000	0,203	0,0
6567,065	50,000	0,000	0,000	49,997	0,000	0,216	0,0
6568,016	50,000	0,000	0,000	49,984	0,000	0,197	0,0
6569,060	50,000	0,000	0,000	50,009	0,000	0,197	0,0
6570,010	50,000	0,000	0,000	49,981	0,000	0,194	0,0
6571,056	50,000	0,000	0,000	49,987	0,000	0,178	0,0
6572,006	50,000	0,000	0,000	50,000	0,000	0,200	0,0
6573,050	50,000	0,000	0,000	49,994	0,000	0,169	0,0
6574,001	50,000	0,000	0,000	49,994	0,000	0,200	0,0
6575,045	50,000	0,000	0,000	49,994	0,000	0,203	0,0
6576,090	50,000	0,000	0,000	49,994	0,000	0,231	0,0
6577,040	50,000	0,000	0,000	49,991	0,000	0,197	0,0
6578,085	50,000	0,000	0,000	49,972	0,000	0,197	0,0
6579,035	50,000	0,000	0,000	49,997	0,000	0,209	0,0
6580,080	50,000	0,000	0,000	50,000	0,000	0,203	0,0
6581,030	50,000	0,000	0,000	49,981	0,000	0,206	0,0
6582,075	50,000	0,000	0,000	49,994	0,000	0,206	0,0
6583,026	50,000	0,000	0,000	49,994	0,000	0,206	0,0
6584,071	50,000	0,000	0,000	49,991	0,000	0,194	0,0
6585,020	50,000	0,000	0,000	49,972	0,000	0,169	0,0
6586,065	50,000	0,000	0,000	49,984	0,000	0,181	0,0
6587,015	50,000	0,000	0,000	49,981	0,000	0,175	0,0
6588,060	50,000	0,000	0,000	49,984	0,000	0,169	0,0
6589,010	50,000	0,000	0,000	49,997	0,000	0,194	0,0
6590,056	50,000	0,000	0,000	49,984	0,000	0,187	0,0
6591,005	50,000	0,000	0,000	49,997	0,000	0,216	0,0
6592,051	50,000	0,000	0,000	50,000	0,000	0,159	0,0
6593,001	50,000	0,000	0,000	50,000	0,000	0,184	0,0
6594,046	50,000	0,000	0,000	50,000	0,000	0,194	0,0
6595,090	50,000	0,000	0,000	49,994	0,000	0,178	0,0
6596,040	50,000	0,000	0,000	50,003	0,000	0,181	0,0
6597,086	50,000	0,000	0,000	49,991	0,000	0,181	0,0
